filePath,HEADER,START,END,REGION(S)-,NATION(S)-,ACTOR(S)-,COMMITTER(S)-,LOCATION(S)-,INTERVENOR(S)-,MODE-,MAGNITUDE-,COMBATANTS-,DEATHS-,FORCE-,ISSUE(S)-,OUTCOME(S)-,SOURCE(S)-
5-ocr-split/0068.tif-4.txt,"47,.CONQUEST OF DARFUR IN SUDAN 1875 to 1880",1875,1880,Africa,BGYPT SUDAN,(s)- ARABIAN SLAVERS DONGOLAWIS-SUDAN,EGYPT,SUDAN,,Imperial,120,20000,2500,Ground Forces,Colonial,Successful Canmitter,1 3
5-ocr-split/0069.tif-1.txt,"- B68 -
248 . BULGARIAN-SERBO-MONTENEGRIN REVOLT Jul. 1875 to Apr. 1877",248,1875,Mid. East,"TURKEY YUGOSLAVIA/SERBIA
BULGARIA RUSSIA (USSR)
MONTENEGRO |",,"| YUGOSLAVIA/SERBIA BULGARIA
RUSSIA (USSR)",BULGARIA,,Colonial,105,150000,40000,Ground Forces,"Internal Tension Social Econamical
Territory-Population Colonial
Opportunism",Campromise Camitter,2
5-ocr-split/0069.tif-2.txt,249 .COLOMBIAN CIVIL WAR 1876 to 1877,1876,1877,Americas,COLOMBIA,CONSERVATIVES-COLOM. LIBERALS-OCOLOMBIA,| LIBERALS-COLOMBIA,COLOMBIA,,Primarily Internal,12,30000,80000,Ground Forces,Internal Tension,Unsuccess. Conmitter,1 3
5-ocr-split/0069.tif-3.txt,250. DAKOTA 1876 to 1877,1876,1877,Americas,UNITED STATES,SIOUX-U.S.A.,SIOUX-U.S.A.,UNITED STATES,,Primarily Internal,12,0,1000,Ground Forces,Internal Tension Territory-Population,Unsuccess. Committer Successful Responder,3
5-ocr-split/0070.tif-1.txt,"- B69 -
S.SATSUMA REBELLION Jan. 1877 to Sep. 1877",1877,1877,Asia,JAPAN,CLANS-JAPAN GOVT.-JAPAN,CLANS-JAPAN,JAPAN,,Primarily Internal,8,30000,10000,Ground Forces,Social Economical,Unsuccess. Committer,2 3
5-ocr-split/0070.tif-2.txt,S:.RUSSO-TURKISH WAR Apr. 1877 to Oct. 1878,1877,1878,Europe,"RUSSIA (USSR) TURKEY
YUGOSLAVIA/SERBIA RUMANIA
BULGARIA MONTENEGRO",CHRISTIANS-BOSNIA SERBS-YUGOSLAVIA,TURKEY,TURKEY,,Conventional Interstate,108,930000,285000,Ground Forces,"Colonial Territory-Population
Opportunism Military-Strategic",Successful Committer,2 3
5-ocr-split/0070.tif-3.txt,%3.50ER RESISTANCE TO BRITISH IN S. AFRICA May. 1877 to 1879,1877,1879,Africa,BRITAIN SOUTH AFRICA,BOERS,BOERS,SOUTH AFRICA,,Imperial,50,40000,1000,Ground Forces,Territory-Population Colonial,Unsuccess. Committer,1 3
5-ocr-split/0070.tif-4.txt,54.SOUTH AFRICA 1877 to 1878,1877,1878,Africa,SOUTH AFRICA BRITAIN,ZULUS,BRITAIN,SOUTH AFRICA,,Primarily Internal,24,0,1000,Ground Forces,Territory-Population Colonial,Successful Canmmitter,3
5-ocr-split/0071.tif-1.txt,S.Q°5GES OF GEOK TEPE Jan. 1879 to Jan. 1881,1879,1881,Asia,RUSSIA (USSR) TURKMEN,TEKKE TURKOMANS,RUSSIA (USSR),TURKMEN,,Imperial,48,0,800,Ground Forces,Territory-Population Military-Strategic,Successful Committer,2 3
5-ocr-split/0071.tif-2.txt,. &.PACIFIC LATIN AMERICAN WAR Feb. 1879 to Feb. 1883,1879,1883,Americas,"CHILE PERU
BOLIVIA",SANTA CRUZ-BOLIVIA,CHILE,PERU BOLIVIA,,Conventional Interstate,144,15000,14000,Naval Forces Ground Forces,Territory-Population,Successful Conmitter,2 3
5-ocr-split/0071.tif-3.txt,X..PATAGONIA MASSACRE 1879 to 1883,1879,1883,Americas,ARGENTINA,INDIANS-ARGENTINA,ARGENTINA,ARGENTINA,,Primarily Internal,48,20000,1500,Ground Forces,Territory-Population,Successful Conmitter,1 3
5-ocr-split/0071.tif-4.txt,%2.NIGER CONQUEST BY COLONIAL POWERS 1879 to 1898,1879,1898,Africa,"FRANCE BRITAIN
NIGER",,FRANCE BRITAIN,NIGER,,Colonial,684,30000,9000,Groumd Forces,Colonial,Successful Committer,1
5-ocr-split/0072.tif-1.txt,263 . BASUTOLAND 1879 to 1881,1879,1881,Africa,BRITAIN SOUTH AFRICA,(s)- BASUTOS,BASUTOS,SOUTH AFRICA,,Colonial,48,0,1000,Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0072.tif-2.txt,264.ARGENTINA CIVIL WAR Jan. 1880 to Jun. 1880,1880,1880,Americas,ARGENTINA,BUENOS AIRES FORCES GOVT.-ARGENTINA,BUENOS AIRES FORCES,ARGENTINA,,Primarily Internal,5,0,1000,Ground Forces,Elite,Unsuccess. Conmitter,3
5-ocr-split/0072.tif-3.txt,265.UGANDA MASSACRE 1880 to 1880,1880,1880,Africa,UGANDA,VICTIMS-UGANDA METESA-UGANDA,METESA-UGANDA,UGANDA,,Primarily Internal,6,0,2000,Ground Forces,Social Econamical,Successful Conmitter,3
5-ocr-split/0072.tif-4.txt,266.BOER REVOLT IN TRANSVAAL Oct. 1880 to Sep. 1881,1880,1881,Africa,"BRITAIN ORANGE FREE STATE
TRANSVAAL",BOERS,TRANSVAAL ORANGE FREE STATE,SOUTH AFRICA,,Primarily Internal,33,12000,18000,Ground Forces,Territory-Population Colonial,Campromise Conmitter,2
5-ocr-split/0073.tif-1.txt,MUISTRIAN EMPIRE Jan. 1881 to Jun. 1881,1881,1881,Europe,AUSTRIA-HUNGARY,DALMATTIANS-AUST.,AUSTRIA-HUNGARY,AUSTRIA-HUNGARY,,Primarily Internal,5,0,1000,Ground Forces,Internal Tension,Successful Conmitter,3
5-ocr-split/0073.tif-2.txt,32.2RAN UPRISING IN ALGERIA Feb. 1881 to 1884,1881,1884,Mid. East,FRANCE ALGERIA,,ALGERIA,ALGERIA,,Internal(External Invol.),80,15000,1200,Ground Forces,Colonial,Unsuccess. Conmitter,1
5-ocr-split/0073.tif-3.txt,"*, XCUPATION OF TUNISIA Mar. 1881 to Dec. 1882",1881,1882,Mid. East,FRANCE TUNISIA,,FRANCE,TUNISIA,,Colonial,42,30000,1500,Ground Forces,Military-Strategic Colonial,Successful Canmmitter,1 3
5-ocr-split/0073.tif-4.txt,“ EXPEDITION TO TONKIN Apr. 1882 to Jun. 1884,1882,1884,Asia,FRANCE CHINA,(s)- BLACK FLAGGS-CHINA ANNAMESE- INDOCHINA,FRANCE,INDOCHINA/ANNAM,,Imperial,52,500000,6000,Ground Forces,Colonial,Successful Caonmitter,2
5-ocr-split/0074.tif-1.txt,75.WAR IN ARABIA 1883 to 1884,1883,1884,Mid. East,MUSCAT AND OMAN,MALAWI SULTAN-OMAN,MUSCAT AND OMAN,MUSCAT AND OMAN,,Conventional Interstate,12,0,1000,Ground Forces,Territory-Population,Unsuccess. Committer,3
5-ocr-split/0074.tif-2.txt,7%. RUSSO-AFGHAN CAMPAIGN 1883 to 1886,1883,1886,Mid. East,"RUSSIA (USSR) AFGHANISTAN
BRITAIN",,RUSSIA (USSR),AFGHANISTAN,BRITAIN,Imperial,90,60000,1000,Ground Forces,Territory-Population Military-Strategic,Campromise Committer,1
5-ocr-split/0074.tif-3.txt,“7 MADAGASCAR 1883 to 1885,1883,1885,Africa,MALAGASY FRANCE,HOVAS-MALAGASY SAKALAVAS-MALAGASY,HOVAS-MALAGASY,MALAGASY,,Primarily Internal,48,0,1000,Ground Forces,Territory-Population,Unsuccess. Camitter,3
5-ocr-split/0074.tif-4.txt,-+.COLOMBIA CIVIL WAR Jan. 1884 to Jan. 1885,1884,1885,Americas,COLOMBIA,(s)- CONSERVATIVES-COLOM. LIBERALS-COLOMBIA,LIBERALS-COLOMBIA,COLOMBIA,,Primarily Internal,12,0,1000,Ground Forces .,Elite,Successful Committer,3
5-ocr-split/0075.tif-1.txt,279.SINO-FRENCH WAR Jun. 1884 to Jun. 1885,1884,1885,Asia,FRANCE CHINA,,FRANCE,CHINA,,Conventional Interstate,24,1484000,12000,Ground Forces,Territory-Population Opportunism,Compromise Cammitter,2
5-ocr-split/0075.tif-2.txt,280.THIRD ANGLO-BURMESE WAR Jan. 1885 to 1892,1885,1892,Asia,BRITAIN BURMA,,BRITAIN,BURMA,,Imperial,178,30000,6000,Ground Forces,Colonial,Successful Conmitter,2
5-ocr-split/0075.tif-3.txt,281 .CHALCHUAPA Mar. 1885 to Apr. 1885,1885,1885,Americas,GUATEMALA EL SALVADOR,,GUATEMALA EL SALVADOR,GUATEMALA EL SALVADOR,,Conventional Interstate,2,61000,1000,Ground Forces,Territory-Population,Unsuccess. Cammitter,2
5-ocr-split/0075.tif-4.txt,282 .UGANDA WAR 1885 to 1890,1885,1890,Africa,UGANDA,"BA-ISLAMM-UGANDA BA-FRANZA-UGANDA
BA-INGLEZA-UGANDA HEATHEN","BA-ISLAMM-UGANDA BA-FRANZA-UGANDA
BA- INGLEZA-UGANDA",UGANDA,,Primarily Internal,60,0,1000,Ground Forces,Territory-Population Social Economical,Campramise Conmitter,2 3
5-ocr-split/0076.tif-1.txt,¥%3.Q0CUPATION OF NYASALAND AND ARABS-YAOS 1885 to 1896,1885,1896,Africa,BRITAIN MALAWI,"SIKHS-INDIA ARABS
YAOS-MALAWIL",ARABS YAOS-MALAWI,MALAWI,,Colonial,264,20000,1500,Ground Forces,Colonial,Successful Conmitter,1 3
5-ocr-split/0076.tif-2.txt,%.SUDANESE INDEPENDENCE 1885 to 1895,1885,1895,Africa,"SUDAN EGYPT
BRITAIN ETHIOPIA
ITALY/SARDINIA","TRIBES NEAR SUAKIN DARFURIANS
SHILLUKS",SUDAN,SUDAN,,Internal(External Invol.),600,0,10000,Ground Forces,"Territory-Population Military-Strategic
Colonial Elite",Successful Committer,3
5-ocr-split/0076.tif-3.txt,.SERBO-BULGARIAN WAR( RUMELIA) Nov. 1885 to Dec. 1885,1885,1885,Europe,"YUGOSLAVIA/SERBIA BULGARIA
AUSTRIA-HUNGARY",SERBS-YUGOSLAVIA,YUGOSLAVIA/SERBIA,YUGOSLAVIA/SERBIA,AUSTRIA-HUNGARY,Imperial,3,10000,2000,Ground Forces,Territory-Population,Campromise Committer,2 3
5-ocr-split/0077.tif-1.txt,286.ZANZIBAR ARABS 1888 to 1890,1888,1890,Africa,GERMANY/PRUSSIA ZANZIBAR,ARABS SWAHILI-ZANZIBAR,ARABS,ZANZIBAR,,Colonial,48,0,1000,Ground Forces Naval Forces,Colonial,Successful Conmitter,3
5-ocr-split/0077.tif-2.txt,287.REVOLT IN CRETE 1889 to 1889,1889,1889,Europe,CRETE TURKEY,,CRETE,CRETE,TURKEY,Internal(External Invol.),9,20000,3000,Naval Forces Ground Forces,Territory-Population Colonial,Unsuccess. Cammitter,1
5-ocr-split/0077.tif-3.txt,288.SIOUX INDIANS WAR( DAKOTA) 1890 to 1890,1890,1890,Americas,UNITED STATES,(s)- SIOUX-U.S.A.,UNITED STATES,UNITED STATES,,Primarily Internal,6,0,1000,Ground Forces,Territory-Population,Successful Camitter,3
5-ocr-split/0077.tif-4.txt,289.UPPER SENEGAL COLONIAL CONFLICT 1890 to 1891,1890,1891,Africa,FRANCE SENEGAL,(s)- KINGAHMADU-SENEGAL,FRANCE SENEGAL,SENEGAL,,Colonial,24,30000,1000,Ground Forces,Colonial,Successful Committer,3
5-ocr-split/0078.tif-1.txt,.COMUEST OF DAHOMEY 1890 to 1893,1890,1893,Africa,"FRANCE DAHOMEY/BENEN
SENEGAL",,FRANCE,DAHOMEY/BENEN,,Colonial,108,0,1500,Ground Forces,Colonial,Successful Committer,1
5-ocr-split/0078.tif-2.txt,©_.UPPER NIGER COLONIAL CONFLICT 1890 to 1898,1890,1898,Africa,SENEGAL FRANCE,SAMORY-SENEGAL,| SAMORY-SENEGAL,SENEGAL,,Colonial,192,0,- 1000,Ground Forces,Colonial,Unsuccess. Committer Successful Responder,3
5-ocr-split/0078.tif-3.txt,*2.FIRST PHILIPPINE COLONIAL CONFLICT 1890 to 1898,1890,1898,Asia,"SPAIN PHILIPPINES
UNITED STATES",,UNITED STATES,PHILIPPINES,,Colonial,288,130000,2000,Naval Forces Ground Forces,Colonial,Successful Committer,2
5-ocr-split/0078.tif-4.txt,32.CHILEAN CIVIL WAR 1891 to 1891,1891,1891,Americas,CHILE,"(s)- BALMACERA FORCES-CH. CONGRESS FORCES-CHI.
ARMY FORCES-CHILE",CONGRESS FORCES-CHI.,CHILE,,Primarily Internal,6,30000,11000,Naval Forces Ground Forces,Social Economical,Successful Conmitter,1
5-ocr-split/0079.tif-1.txt,"- B80 -
| {,MALAY ARCHIPELAGO WAR 1891 to 1894",1891,1894,Asia,HOLLAND INDONESIA,(s)- SASAKS-MALAYSI BALI-INDONESIA,BALI-INDONESIA,- INDONESIA,,Primarily Internal,72,0,1000,Ground Forces,Military-Strategic Territory-Population,Unsuccess. Committer Successful Responder,3
5-ocr-split/0079.tif-2.txt,%§.GERMAN CONQUEST IN EAST AFRICA 1891 to 1898,1891,1898,Africa,GERMANY/PRUSSIA TANZANIA,NATIVES-TANZANIA,| GERMANY/PRUSSIA,TANZANIA,,Colonial,168,0,1100,Ground Forces,Colonial,Successful Committer,3
5-ocr-split/0079.tif-3.txt,%.UGANDA WAR 1892 to 1893,1892,1893,Africa,UGANDA BRITAIN,BA-FRANZA-UGANDA BA-INGLEZA-UGANDA,BA-FRANZA-UGANDA BA-INGLEZA-UGANDA,UGANDA,BRITAIN,Primarily Internal,18,0,1000,Ground Forces,Territory-Population,Successful Conmitter,3
5-ocr-split/0079.tif-4.txt,31.CONQUEST OF BORNEO 1892 to 1894,1892,1894,Asia,BRITAIN BORNEO,(s)- BORNU ARMY RABEH-BORNEO,| RABEH-RBORNEO,BORNEO,BRITAIN,Colonial,36,20000,4000,Ground Forces,Colonial,Successful Committer,1 3
5-ocr-split/0080.tif-1.txt,298.RIO GRANDE DO SUL 1892 to 1894,1892,1894,Americas,BRAZIL,"GADCHOS-BRAZIL MONARCHISTS-BRAZIL
NAVY-BRAZIL",GAUCHOS-BRAZIL NAVY-BRAZIL,BRAZIL,,Primarily Internal,24,0,1000,Naval Forces Ground Forces,Elite,Successful Conmitter,3
5-ocr-split/0080.tif-2.txt,299.BELGIAN-ARAB CONFLICT IN BELGIUM CONGO 1892 to 1894,1892,1894,Africa,BELGIUM CONGO( KINSH. )/ZAIRE,(s)- ARABS AFRICANS,ARABS AFRICANS,CONGO( KINSH. )/ZAIRE,,Colonial,48,40000,20000,Ground Forces,Colonial,Unsuccess. Conmitter,2 3
5-ocr-split/0080.tif-3.txt,300.MASSACRE IN ARMENIA Jan. 1893 to 1897,1893,1897,Mid. East,TURKEY ARMENIA,KURDS-TURKEY,ARMENIA,ARMENIA,,Primarily Internal,106,30000,40000,Ground Forces,Territory-Population,Successful Conmitter,1 3
5-ocr-split/0080.tif-4.txt,301.ARAB INVASION OF BORNU 1893 to 1893,1893,1893,Africa,"SUDAN FRANCE
NIGERIA","RABEH-SUDAN BORNU
ARABS",RABEH-SUDAN,NIGERIA,,Conventional Interstate,18,oO,6000,Ground Forces,Territory-Population,Unsuccess. Committer,3
5-ocr-split/0081.tif-1.txt,"- B82 -
302.BAGANDA WAR 1893 to Jun. 1894",1893,1894,Africa,UGANDA BRITAIN,BUNYORO-UGANDA BAGANDA-UGANDA,| BAGANDA-UGANDA,UGANDA,BRITAIN,Primarily Internal,18,0,1000,Ground Forces,Territory-Population,Successful Conmitter,3
5-ocr-split/0081.tif-2.txt,303.FRENCH CONQUEST OF TIMBUCTOO 1893 to 1904,1893,1904,Africa,FRANCE MALI,(s)- AFRICANS TUAREG-MALAWI,FRANCE,MALI,,Colonial,264,0,200,Ground Forces,Colonial Military-Strategic,Successful Committer,3
5-ocr-split/0081.tif-3.txt,304.CONQUEST OF NIGERIA 1894 to 1900,1894,1900,Africa,BRITAIN NIGERIA,"JEKRI-NIGERIA BENIN-NIGERTA
BRASS-NIGERIA",BRITAIN,NIGERIA,,Unconventional Interstate,144,60000,2000,Ground Forces,Colonial,Successful Conmitter,1
5-ocr-split/0081.tif-4.txt,305.PERU CIVIL WAR 1894 to 1895,1894,1895,Americas,PERU,(s)- PERU CITIES PERU RURAL AREAS,PERU CITIES,PERU,,Primarily Internal,12,a),1000,Ground Forces,Internal Tension Elite,Unsuccess. Conmmitter,3
5-ocr-split/0082.tif-1.txt,"- B83 -
1¥.SINO-JAPANESE WAR Aug. 1894 to Mar. 1895",1894,1895,Asia,"JAPAN CHINA
KOREA",,JAPAN,CHINA,,Conventional Interstate,21,200000,15000,Naval Forces Ground Forces,"Territory-Population Colonial
Opportunism",Successful Committer,2
5-ocr-split/0082.tif-2.txt,i” .FRANCO-MADAGASCAN EXPEDITION Dec. 1894 to Oct. 1895,1894,1895,Africa,"FRANCE MALAGASY
SENEGAL",BOVAS-MALAGASY,HOVAS-MALAGASY,- MALAGASY,,Colonial,30,590000,6500,Ground Forces,Colonial Military-Strategic,Unsuccess. Conmitter Successful Responder,2 3
5-ocr-split/0082.tif-3.txt,-.CUBAN REVOLUTION Feb. 1895 to Nov. 1898,1895,1898,Americas,"FRANCE CUBA
UNITED STATES",AMERICAN MERCENARIES,FRANCE,- CUBA,UNITED STATES,Colonial,113,130000,300000,Ground Forces ?,Colonial,Campromise Conmitter,2
5-ocr-split/0083.tif-1.txt,"- BES -
309 .KENYA WAR 1895 to 1896",309,1895,Africa,BRITAIN KENYA,ARABS,ARABS,KENYA,,Colonial,24,0,1000,Ground Forces,Colonial,Unsuccess. Conmitter Successful Responder,3
5-ocr-split/0083.tif-2.txt,310.ITALO-ABYSINNIA IMPERIALISM Dec. 1895 to Oct. 1896,1895,1896,Africa,TTALY/SARDINIA ETHIOPIA,,ITALY/SARDINIA,ETHIOPIA,,Imperial,20,290000,19000,Ground Forces,Colonial,Unsuccess. Committer,2
5-ocr-split/0083.tif-3.txt,311.SYRIA WAR 1896 to 1896,1896,1896,Mid. East,SYRIA . TURKEY,DRUSES OF LEBANON,SYRIA,SYRIA TURKEY,,Colonial,12,0,1000,Ground Forces,Colonial,Compromise Conmitter,3
5-ocr-split/0083.tif-4.txt,312-MATABELE AND MASHOVAS IN RHODESIA 1896 to 1899,1896,1899,Africa,RHODESIA/ZIMBABWE,"MATABELE MASHONAS
BRITISH S.AFRICA CO.",BRITISH S.AFRICA CO.,RHODESIA/ZIMBABWE,,Colonial,36,0,1000,Ground Forces,Colonial,Successful Cammitter,3
5-ocr-split/0084.tif-1.txt,"a
-
- B85 -
13,SUDAN CAMPAIGNS 1896 to 1900",1896,1900,Mid. East,"BRITAIN EGYPT
SUDAN",,BRITAIN EGYPT,SUDAN,,Conventional Interstate,144,0,10000,Ground Forces,"Military-Strategic Colonial
Social Economical Territory-Population",Successful Committer,3
5-ocr-split/0084.tif-2.txt,4.CONQUEST OF ASHANTI 1896 to 1900,1896,1900,Africa,BRITAIN GHANA,ASHANTI-GHANA,BRITAIN,GHANA,,Colonial,96,30000,1000,Ground Forces,Territory-Population Colonial,Successful Conmitter,1
5-ocr-split/0084.tif-3.txt,"5,BRAZIL CIVIL WAR/BAHIA REVOLT 1896 to 1897
a",1896,1897,Americas,BRAZIL,FARRAPOS-BRAZIL JAGUNEOS-BRAZTIL,JAGUNEOS-BRAZIL,BRAZIL,,Primarily Internal,12,0,1000,Ground Forces,Internal Tension Elite,Unsuccess. Caommitter,3
5-ocr-split/0084.tif-4.txt,-2.GRECO-TURKISH WAR Feb. 1897 to May. 1897,1897,1897,Europe,"GREECE TURKEY
CRETE",CHRISTIANS-CRETANS MOSLEMS-CRETANS,GREECE,CRETE,,Conventional Interstate,9,400000,2000,Naval Forces Ground Forces,Territory-Population,Unsuccess. Committer,2
5-ocr-split/0085.tif-1.txt,317.CCCUPATION OF DAHOMEY 1897 to 1897,1897,1897,Africa,BRITAIN DAHCMEY/BENEN,,BRITAIN,DAHOMEY/BENEN,,Colonial,12,30000,1500,Ground Forces,Colonial,Successful Conmitter,1
5-ocr-split/0085.tif-2.txt,318.SOUTHERN NIGERIA COLONIAL CONFLICT 1897 to Jun. 1898,1897,1898,Africa,"NIGERIA BRITAIN
FRANCE",BENIN-NIGERIA,BENIN-NIGERIA,NIGERIA,FRANCE,Colonial,30,0,1000,Ground Forces,Colonial Territory-Population,Unsuccess. Cammitter .Successful Responder,3
5-ocr-split/0085.tif-3.txt,319.MOSLEM REVOLT IN INDIA 1897 to 1898,1897,1898,Asia,BRITAIN INDIA,MOSLEMS-INDIA,| MOSLEMS-INDIA,INDIA,,Colonial,24,0,1000,Ground Forces,Colonial,Unsuccess. Committer,3
5-ocr-split/0085.tif-4.txt,320.CONQUEST OF CHAD (RABAB) 1897 to 1900,1897,1900,Africa,FRANCE CHAD,,FRANCE,CHAD,,Colonial,72,40000,1500,Ground Forces,Colonial,Successful Committer,1
5-ocr-split/0086.tif-1.txt,7) UGANDA PACIFICATION 1897 to 1901,1897,1901,Africa,"UGANDA BRITAIN
SUDAN","BAGANDA-UGANDA BUNYORO-UGANDA,
AUXILIARIES-ENG.",BRITAIN,UGANDA,SUDAN,Colonial,120,30000,1000,Ground Forces,Colonial,Successful Conmitter,3
5-ocr-split/0086.tif-2.txt,.STERRA LEONE COLONIAL CONFLICT 1898 to 1898,1898,1898,Africa,BRITAIN SIERRA LEONE,MENDE-SIERRA LEONE COAST NEGROES,| MENDE-SIERRA LEONE,SIERRA LEONE,,Colonial,12,0,2500,Ground Forces,Colonial,Unsuccess. Committer Successful Responder,3
5-ocr-split/0086.tif-3.txt,“SPANISH-AMERICAN WAR Apr. 1898 to Aug. 1898,1898,1898,Americas Asia,"UNITED STATES SPAIN
CUBA PHILIPPINES",,UNITED STATES,PHILIPPINES CUBA,,Conventional Interstate,16,330000,200000,Naval Forces Ground Forces,"Territory-Population Military-Strategic
Colonial Opportunism",Successful Committer,2
5-ocr-split/0087.tif-1.txt,"- B88 -
324.BOXER REBELLION 1898 to Sep. 1901",1898,1901,Asia,"AUSTRIA-HUNGARY FRANCE
GERMANY/PRUSSIA TTALY/SARDINIA
BRITAIN RUSSIA (USSR)
JAPAN UNITED STATES
CHINA AUSTRALIA",(s)- BOXERS-CHINA CHRISTLIANS-CHINA,BOXERS-CHINA,CHINA,Tension,Internal (External Invol.),390,80000,16000,Ground Forces,Social Economical Colonial,Unsuccess. Conmitter Successful Responder,2 3
5-ocr-split/0087.tif-2.txt,325.SBCCESSION OF PANAMA 1898 to 1903,1898,1903,Americas,"COLOMBIA UNITED STATES
PANAMA",,PANAMA,COLOMBIA,UNITED STATES,Primarily Internal,150,150000,QO,Naval Forces Ground Forces,"Military-Strategic Colonial
Opportunism",Successful Conmitter,1
5-ocr-split/0087.tif-3.txt,326-AGUINALDO REVOLT Feb. 1899 to Jul. 1902,1899,1902,Asia,UNITED STATES PHILIPPINES,"MAKABERE, SCOUTS",PHILIPPINES,PHILIPPINES,,Colonial,82,130000,12000,Naval Forces Ground Forces,Colonial,Unsuccess. Cammitter Successful Responder,2 3
5-ocr-split/0088.tif-1.txt,"- B89 -
<7.CIVIL WAR IN COLOMBIA 1899 to 1902",1899,1902,Americas,COLOMBIA,(s)- CONSERVATIVES-COLOM. LIBERALS-COLOMBIA,| LIBERALS-COLOMBIA,COLOMBIA,,Primarily Internal,36,300000,150000,Ground Forces,Social Economical,Unsuccess. Committer,1
5-ocr-split/0088.tif-2.txt,“4.REBELLION IN SOMALIA 1899 to 1904,1899,1904,Africa,"BRITAIN ITALY/SARDINIA
ERITREA SOMALIA",MULLAH-SOMALIA AUXILIARIES-ENG.,| MULLAH-SOMALIA,SOMALIA,,Internal(External Invol.),240,30000,2000,Grown Forces,Colonial Social Economical,Unsuccess. Conmitter,1 3
5-ocr-split/0088.tif-3.txt,3.SEQOND SOUTH AFRICAN WAR Oct. 1899 to May. 1902,1899,1902,Africa,"BRITAIN TRANSVAAL
ORANGE FREE STATE",BOERS,BRITAIN,SOUTH AFRICA,,Colonial,93,290000,35000,Ground Forces,"Territory-Population Colonial
Military-Strategic",Compramise Conmitter,2
5-ocr-split/0089.tif-1.txt,"- B90 -
330.ASHANTI UPRISING AGAINST BRITISH Mar. 1900 to Nov. 1900",1900,1900,Africa,BRITAIN GHANA,"(s)- ASHANTI-GHANA BEKWAI-GHANA
KOKOFU-GHANA AKIM-GHANA
KUMASI-GHANA COLONIAL ALLIES-ENG.","ASHANTI-GHANA AKIM-GHANA
KOKOFU-GHANA",GHANA,,Colonial,16,0,300,Ground Forces,Colonial,Unsuccess. Conmitter,3
5-ocr-split/0089.tif-2.txt,331.SINO-RUSSO CONFLICT 1900 to 1900,1900,1900,Asia,CHINA RUSSIA (USSR),,CHINA,CHINA,,Internal(External Invol.),12,30000,4000,Ground Forces,"Opportunism Internal Tension
Territory-Population Colonial",Unsuccess. Conmitter,1
5-ocr-split/0089.tif-3.txt,332.CONQUEST OF CHAD 1902 to 1914,1902,1914,Africa,FRANCE CHAD,"QUADA-CHAD BURKOU-CHAD
TIBESTI-CHAD",FRANCE,CHAD,,Colonial,288,30000,2000,Ground Forces,Colonial,Successful Conmitter,1 3
5-ocr-split/0090.tif-1.txt,3 OCCUPATION OF NIGERIA 1903 to 1903,1903,1903,Africa,BRITAIN NIGERIA,KANO-NIGERIA,BRITAIN,NIGERIA,,Colonial,12,30000,500,Ground Forces,Colonial,Successful Committer,1 3
5-ocr-split/0090.tif-2.txt,-3.REVOLT IN MACEDONIA Jul. 1903 to 1904,1903,1904,Europe,TURKEY YUGOSLAVIA/SERBIA,,TURKEY,MACEDONIA,,Primarily Internal,22,60000,Q,Ground Forces,"Internal Tension Territory-Population
Colonial Opportunism",Compromise Conmitter,1 3 .
5-ocr-split/0090.tif-3.txt,3.RUSSIAN REVOLUTION-ST. PETERSBURG Jan. 1904 to Feb. 1906,1904,1906,Europe,RUSSIA (USSR),"WORKERS-RUSSIA CZARS GUARDS-RUSSIA
PEASANTS-RUSSIA",CZARS GUARDS-RUSSIA,RUSSIA (USSR),,Primarily Internal,25,30000,2000,Ground Forces,Social Economical Elite,Unsuccess. Committer,1 3
5-ocr-split/0090.tif-4.txt,i £.RUSSO-JAPANESE WAR Feb. 1904 to Sep. 1905,1904,1905,Asia,RUSSIA (USSR) JAPAN,,JAPAN,CHINA KOREA,,Conventional Interstate,38,1400000,130000,Ground Forces,"Territory-Population Military-Strategic
Opportunism Colonial",Successful Committer,2
5-ocr-split/0091.tif-1.txt,337.EXPEDITION IN TIBET 1904 to 1904,1904,1904,Asia,"BRITAIN TIBET
NEPAL",,TIBET,TIBET,,Colonial,18,30000,500,Ground Forces,Social Economical,Unsuccess. Committer Successful Responder,1
5-ocr-split/0091.tif-2.txt,338.DOMINICAN REPUBLIC INSTABILITY 1904 to May. 1916,1904,1916,Americas,DOMINICAN REPUBLIC UNITED STATES,,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,UNITED STATES,Internal(External Invol.),215,0,O,Ground Forces,Internal Tension,Unsuccess. Committer,2
5-ocr-split/0091.tif-3.txt,339.REVOLT IN SOUTHWEST AFRICA 1904 to 1907,1904,1907,Africa,GERMANY/PRUSSIA NAMIBIA,(s)- BKOTTENTOTS HERREROS,HOTTENTOTS HERREROS,NAMIBIA,,Colonial,72,60000,B0000,Ground Forces,Colonial,Unsuccess. Committer Successful Responder,2 3
5-ocr-split/0091.tif-4.txt,340.CENTRAL AFRICA-WADAI 1904 to 1911,1904,1911,Africa,FRANCE CENTRAL AFRICAN REPB,SENUSSI,FRANCE,CENTRAL AFRICAN REPB,,Colonial,168,0,1000,Ground Forces,Colonial,Successful Committer,3
